;Tweets;Label;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
160; Untuk Harga STB ini kobisa semahal ini Pak? apakah dari pemerintah sendiri ini akan memberikan bantuan untu… ;0;untuk harga allcaps stb allcaps ini kobisa semahal ini pak apakah dari pemerintah sendiri ini akan memberikan bantuan untu;['untuk', 'harga', 'allcaps', 'stb', 'allcaps', 'ini', 'kobisa', 'semahal', 'ini', 'pak', 'apakah', 'dari', 'pemerintah', 'sendiri', 'ini', 'akan', 'memberikan', 'bantuan', 'untu'];['untuk', 'harga', 'allcaps', 'stb', 'allcaps', 'ini', 'kobisa', 'semahal', 'ini', 'pak', 'apakah', 'dari', 'pemerintah', 'sendiri', 'ini', 'akan', 'memberikan', 'bantuan', 'untu'];['harga', 'allcaps', 'stb', 'allcaps', 'kobisa', 'semahal', 'pemerintah', 'bantuan', 'untu'];harga allcaps stb allcaps kobisa semahal pemerintah bantuan untu;harga allcaps stb allcaps kobisa mahal perintah bantu untu
161; Harga STB mahal di keadaan ekonomi yg lagi menurun, membuat sebagian masyarakat mengurungkan niat untuk membeli STB;0;harga allcaps stb allcaps mahal di keadaan ekonomi yg lagi menurun membuat sebagian masyarakat mengurungkan niat untuk membeli allcaps stb allcaps;['harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'di', 'keadaan', 'ekonomi', 'yg', 'lagi', 'menurun', 'membuat', 'sebagian', 'masyarakat', 'mengurungkan', 'niat', 'untuk', 'membeli', 'allcaps', 'stb', 'allcaps'];['harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'di', 'keadaan', 'ekonomi', 'yang', 'lagi', 'menurun', 'membuat', 'sebagian', 'masyarakat', 'mengurungkan', 'niat', 'untuk', 'membeli', 'allcaps', 'stb', 'allcaps'];['harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'ekonomi', 'menurun', 'masyarakat', 'mengurungkan', 'niat', 'membeli', 'allcaps', 'stb', 'allcaps'];harga allcaps stb allcaps mahal ekonomi menurun masyarakat mengurungkan niat membeli allcaps stb allcaps;harga allcaps stb allcaps mahal ekonomi turun masyarakat urung niat beli allcaps stb allcaps
162; Pak maaf, knp harga stb semakin melonjak ya harganya? Solusinya dong pak;0;pak maaf knp harga stb semakin melonjak ya harganya solusinya dong pak;['pak', 'maaf', 'knp', 'harga', 'stb', 'semakin', 'melonjak', 'ya', 'harganya', 'solusinya', 'dong', 'pak'];['pak', 'maaf', 'mengapa', 'harga', 'stb', 'semakin', 'melonjak', 'iya', 'harganya', 'solusinya', 'dong', 'pak'];['maaf', 'harga', 'stb', 'melonjak', 'iya', 'harganya', 'solusinya'];maaf harga stb melonjak iya harganya solusinya;maaf harga stb lonjak iya harga solusi
163; harga stb mahal gabisa asal beli, apalagi kalo pendapatannya aja cuma cukup buat makan;0;harga stb mahal gabisa asal beli apalagi kalo pendapatannya aja cuma cukup buat makan;['harga', 'stb', 'mahal', 'gabisa', 'asal', 'beli', 'apalagi', 'kalo', 'pendapatannya', 'aja', 'cuma', 'cukup', 'buat', 'makan'];['harga', 'stb', 'mahal', 'gabisa', 'asal', 'beli', 'apalagi', 'kalau', 'pendapatannya', 'saja', 'cuma', 'cukup', 'buat', 'makan'];['harga', 'stb', 'mahal', 'gabisa', 'beli', 'pendapatannya', 'makan'];harga stb mahal gabisa beli pendapatannya makan;harga stb mahal gabisa beli dapat makan
164; Pak Gimana ko harga STB ini mahal banget yaa;0;pak gimana ko harga allcaps stb allcaps ini mahal banget yaa;['pak', 'gimana', 'ko', 'harga', 'allcaps', 'stb', 'allcaps', 'ini', 'mahal', 'banget', 'yaa'];['pak', 'bagaimana', 'ko', 'harga', 'allcaps', 'stb', 'allcaps', 'ini', 'mahal', 'banget', 'iya'];['ko', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'iya'];ko harga allcaps stb allcaps mahal banget iya;ko harga allcaps stb allcaps mahal banget iya
165; Pak ko harga STB ini mahal banget ya;0;pak ko harga allcaps stb allcaps ini mahal banget ya;['pak', 'ko', 'harga', 'allcaps', 'stb', 'allcaps', 'ini', 'mahal', 'banget', 'ya'];['pak', 'ko', 'harga', 'allcaps', 'stb', 'allcaps', 'ini', 'mahal', 'banget', 'iya'];['ko', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'iya'];ko harga allcaps stb allcaps mahal banget iya;ko harga allcaps stb allcaps mahal banget iya
166; Harga bbm naik, harga sembako naik, harga stb juga naik;1;harga bbm naik harga sembako naik harga stb juga naik;['harga', 'bbm', 'naik', 'harga', 'sembako', 'naik', 'harga', 'stb', 'juga', 'naik'];['harga', 'bbm', 'naik', 'harga', 'sembako', 'naik', 'harga', 'stb', 'juga', 'naik'];['harga', 'bbm', 'harga', 'sembako', 'harga', 'stb'];harga bbm harga sembako harga stb;harga bbm harga sembako harga stb
167; harga stb mahal, banyak rakyat ga mampu beli pak;0;harga stb mahal banyak rakyat ga mampu beli pak;['harga', 'stb', 'mahal', 'banyak', 'rakyat', 'ga', 'mampu', 'beli', 'pak'];['harga', 'stb', 'mahal', 'banyak', 'rakyat', 'tidak', 'mampu', 'beli', 'pak'];['harga', 'stb', 'mahal', 'rakyat', 'beli'];harga stb mahal rakyat beli;harga stb mahal rakyat beli
168; kangen deh bisa nonton tv gampang kaya dulu, apalagi sekarang harga stb kan mahal jadi makin susah hmm;2;kangen deh bisa nonton tv gampang kaya dulu apalagi sekarang harga stb kan mahal jadi makin susah hmm;['kangen', 'deh', 'bisa', 'nonton', 'tv', 'gampang', 'kaya', 'dulu', 'apalagi', 'sekarang', 'harga', 'stb', 'kan', 'mahal', 'jadi', 'makin', 'susah', 'hmm'];['kangen', 'deh', 'bisa', 'nonton', 'tv', 'gampang', 'kaya', 'dulu', 'apalagi', 'sekarang', 'harga', 'stb', 'kan', 'mahal', 'jadi', 'makin', 'susah', 'aduh'];['kangen', 'deh', 'nonton', 'tv', 'gampang', 'kaya', 'harga', 'stb', 'mahal', 'susah', 'aduh'];kangen deh nonton tv gampang kaya harga stb mahal susah aduh;kangen deh nonton tv gampang kaya harga stb mahal susah aduh
169; bantu kami soal keringanan harga stb dong pak, biar semua bisa nonton tv lagi;1;bantu kami soal keringanan harga stb dong pak biar semua bisa nonton tv lagi;['bantu', 'kami', 'soal', 'keringanan', 'harga', 'stb', 'dong', 'pak', 'biar', 'semua', 'bisa', 'nonton', 'tv', 'lagi'];['bantu', 'kami', 'soal', 'keringanan', 'harga', 'stb', 'dong', 'pak', 'biar', 'semua', 'bisa', 'nonton', 'tv', 'lagi'];['bantu', 'keringanan', 'harga', 'stb', 'biar', 'nonton', 'tv'];bantu keringanan harga stb biar nonton tv;bantu ringan harga stb biar nonton tv
170; harga stb bikin rakyat kecil menjerit;0;harga stb bikin rakyat kecil menjerit;['harga', 'stb', 'bikin', 'rakyat', 'kecil', 'menjerit'];['harga', 'stb', 'membuat', 'rakyat', 'kecil', 'menjerit'];['harga', 'stb', 'rakyat', 'menjerit'];harga stb rakyat menjerit;harga stb rakyat jerit
172;Siaran TV Analog di Jatim Mulai Hari Ini Dimatikan, Khofifah: Pantau Harga Jual STB ;1;siaran tv analog di jatim mulai hari ini dimatikan khofifah pantau harga jual allcaps stb allcaps;['siaran', 'tv', 'analog', 'di', 'jatim', 'mulai', 'hari', 'ini', 'dimatikan', 'khofifah', 'pantau', 'harga', 'jual', 'allcaps', 'stb', 'allcaps'];['siaran', 'tv', 'analog', 'di', 'jatim', 'mulai', 'hari', 'ini', 'dimatikan', 'khofifah', 'pantau', 'harga', 'jual', 'allcaps', 'stb', 'allcaps'];['siaran', 'tv', 'analog', 'jatim', 'dimatikan', 'khofifah', 'pantau', 'harga', 'jual', 'allcaps', 'stb', 'allcaps'];siaran tv analog jatim dimatikan khofifah pantau harga jual allcaps stb allcaps;siar tv analog jatim mati khofifah pantau harga jual allcaps stb allcaps
173;Piala dunia udah selesai. Waktunya harga STB normal kembali 🤭;2;piala dunia udah selesai waktunya harga allcaps stb allcaps normal kembali;['piala', 'dunia', 'udah', 'selesai', 'waktunya', 'harga', 'allcaps', 'stb', 'allcaps', 'normal', 'kembali'];['piala', 'dunia', 'sudah', 'selesai', 'waktunya', 'harga', 'allcaps', 'stb', 'allcaps', 'normal', 'kembali'];['piala', 'dunia', 'selesai', 'harga', 'allcaps', 'stb', 'allcaps', 'normal'];piala dunia selesai harga allcaps stb allcaps normal;piala dunia selesai harga allcaps stb allcaps normal
174;CDS Official - SET TOP BOX OMEGA SNI 04-6253-2003 hitam  * Set Top Box (STB) IOTO OMEGA *  * Isi dalam kemasan :  -… ;2;allcaps cds allcaps official allcaps set top box omega sni allcaps number number number hitam set top box allcaps stb allcaps allcaps ioto omega allcaps isi dalam kemasan;['allcaps', 'cds', 'allcaps', 'official', 'allcaps', 'set', 'top', 'box', 'omega', 'sni', 'allcaps', 'number', 'number', 'number', 'hitam', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'allcaps', 'ioto', 'omega', 'allcaps', 'isi', 'dalam', 'kemasan'];['allcaps', 'cds', 'allcaps', 'official', 'allcaps', 'set', 'top', 'box', 'omega', 'sni', 'allcaps', 'number', 'number', 'number', 'hitam', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'allcaps', 'ioto', 'omega', 'allcaps', 'isi', 'dalam', 'kemasan'];['allcaps', 'cds', 'allcaps', 'official', 'allcaps', 'set', 'top', 'box', 'omega', 'sni', 'allcaps', 'number', 'number', 'number', 'hitam', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'allcaps', 'ioto', 'omega', 'allcaps', 'isi', 'kemasan'];allcaps cds allcaps official allcaps set top box omega sni allcaps number number number hitam set top box allcaps stb allcaps allcaps ioto omega allcaps isi kemasan;allcaps cds allcaps official allcaps set top box omega sni allcaps number number number hitam set top box allcaps stb allcaps allcaps ioto omega allcaps isi kemas
175; Golek STB harga murah :(;0;golek allcaps stb allcaps harga murah sad;['golek', 'allcaps', 'stb', 'allcaps', 'harga', 'murah', 'sad'];['golek', 'allcaps', 'stb', 'allcaps', 'harga', 'murah', 'sad'];['golek', 'allcaps', 'stb', 'allcaps', 'harga', 'murah', 'sad'];golek allcaps stb allcaps harga murah sad;golek allcaps stb allcaps harga murah sad
176;  Serius nanya, emang berapa harga stb to  ?;0;serius nanya emang berapa harga stb to;['serius', 'nanya', 'emang', 'berapa', 'harga', 'stb', 'to'];['serius', 'nanya', 'memang', 'berapa', 'harga', 'stb', 'to'];['serius', 'nanya', 'harga', 'stb', 'to'];serius nanya harga stb to;serius nanya harga stb to
177; STB dadi larang mergo kesalahan berpikir dulu beli tahun 2019 harga masih 80rb-120rb di solo cuma ada… ;2;allcaps stb allcaps dadi larang mergo kesalahan berpikir dulu beli tahun number harga masih 8 0 rb 1 2 0 rb di solo cuma ada;['allcaps', 'stb', 'allcaps', 'dadi', 'larang', 'mergo', 'kesalahan', 'berpikir', 'dulu', 'beli', 'tahun', 'number', 'harga', 'masih', '8', '0', 'rb', '1', '2', '0', 'rb', 'di', 'solo', 'cuma', 'ada'];['allcaps', 'stb', 'allcaps', 'dadi', 'larang', 'mergo', 'kesalahan', 'berpikir', 'dulu', 'beli', 'tahun', 'number', 'harga', 'masih', '8', '0', 'ribu', '1', '2', '0', 'ribu', 'di', 'solo', 'cuma', 'ada'];['allcaps', 'stb', 'allcaps', 'dadi', 'larang', 'mergo', 'kesalahan', 'berpikir', 'beli', 'number', 'harga', '8', '0', 'ribu', '1', '2', '0', 'ribu', 'solo'];allcaps stb allcaps dadi larang mergo kesalahan berpikir beli number harga 8 0 ribu 1 2 0 ribu solo;allcaps stb allcaps dadi larang mergo salah pikir beli number harga 8 0 ribu 1 2 0 ribu solo
178;Rego STB wes mudhun durung ya ? Rong minggu wingi tuku sing paling murah rego 250, ternyata harga juga berhubungan… ;1;rego allcaps stb allcaps wes mudhun durung ya rong minggu wingi tuku sing paling murah rego number ternyata harga juga berhubungan;['rego', 'allcaps', 'stb', 'allcaps', 'wes', 'mudhun', 'durung', 'ya', 'rong', 'minggu', 'wingi', 'tuku', 'sing', 'paling', 'murah', 'rego', 'number', 'ternyata', 'harga', 'juga', 'berhubungan'];['rego', 'allcaps', 'stb', 'allcaps', 'wes', 'mudhun', 'durung', 'iya', 'rong', 'minggu', 'wingi', 'tuku', 'sing', 'paling', 'murah', 'rego', 'number', 'ternyata', 'harga', 'juga', 'berhubungan'];['rego', 'allcaps', 'stb', 'allcaps', 'wes', 'mudhun', 'durung', 'iya', 'rong', 'minggu', 'wingi', 'tuku', 'sing', 'murah', 'rego', 'number', 'harga', 'berhubungan'];rego allcaps stb allcaps wes mudhun durung iya rong minggu wingi tuku sing murah rego number harga berhubungan;rego allcaps stb allcaps wes mudhun durung iya rong minggu wing tuku sing murah rego number harga hubung
179; Mbok yo harga stb turunkan dong pak, mahal tenan. Lagian katanya ada info stb yg meledak ya pak? ;0;mbok yo harga stb turunkan dong pak mahal tenan lagian katanya ada info stb yg meledak ya pak;['mbok', 'yo', 'harga', 'stb', 'turunkan', 'dong', 'pak', 'mahal', 'tenan', 'lagian', 'katanya', 'ada', 'info', 'stb', 'yg', 'meledak', 'ya', 'pak'];['mbok', 'yo', 'harga', 'stb', 'turunkan', 'dong', 'pak', 'mahal', 'tenan', 'lagian', 'katanya', 'ada', 'info', 'stb', 'yang', 'meledak', 'iya', 'pak'];['mbok', 'yo', 'harga', 'stb', 'turunkan', 'mahal', 'tenan', 'info', 'stb', 'meledak', 'iya'];mbok yo harga stb turunkan mahal tenan info stb meledak iya;mbok yo harga stb turun mahal tenan info stb ledak iya
180; buat masyarakat kecil mah harga stb ini termasuk mahal pak, hmm;0;buat masyarakat kecil mah harga stb ini termasuk mahal pak hmm;['buat', 'masyarakat', 'kecil', 'mah', 'harga', 'stb', 'ini', 'termasuk', 'mahal', 'pak', 'hmm'];['buat', 'masyarakat', 'kecil', 'mah', 'harga', 'stb', 'ini', 'termasuk', 'mahal', 'pak', 'aduh'];['masyarakat', 'mah', 'harga', 'stb', 'mahal', 'aduh'];masyarakat mah harga stb mahal aduh;masyarakat mah harga stb mahal aduh
181; Gimana harga stb makin melonjak, masa harus merelakan duit makan;2;gimana harga stb makin melonjak masa harus merelakan duit makan;['gimana', 'harga', 'stb', 'makin', 'melonjak', 'masa', 'harus', 'merelakan', 'duit', 'makan'];['bagaimana', 'harga', 'stb', 'makin', 'melonjak', 'masa', 'harus', 'merelakan', 'duit', 'makan'];['harga', 'stb', 'melonjak', 'merelakan', 'duit', 'makan'];harga stb melonjak merelakan duit makan;harga stb lonjak rela duit makan
182; Solusi Untuk harga stb yang makin melambung tinggi dong pak,kasian yang harus nge hemat duit makan bulanan untuk berapa bulan ini;2;solusi untuk harga stb yang makin melambung tinggi dong pak kasian yang harus nge hemat duit makan bulanan untuk berapa bulan ini;['solusi', 'untuk', 'harga', 'stb', 'yang', 'makin', 'melambung', 'tinggi', 'dong', 'pak', 'kasian', 'yang', 'harus', 'nge', 'hemat', 'duit', 'makan', 'bulanan', 'untuk', 'berapa', 'bulan', 'ini'];['solusi', 'untuk', 'harga', 'stb', 'yang', 'makin', 'melambung', 'tinggi', 'dong', 'pak', 'kasihan', 'yang', 'harus', 'nge', 'hemat', 'duit', 'makan', 'bulanan', 'untuk', 'berapa', 'bulan', 'ini'];['solusi', 'harga', 'stb', 'melambung', 'kasihan', 'nge', 'hemat', 'duit', 'makan', 'bulanan'];solusi harga stb melambung kasihan nge hemat duit makan bulanan;solusi harga stb lambung kasihan nge hemat duit makan bulan
183; Harga kebutuhan naik, ini harga STB juga naik kalo ga beli ga bisa menikmati acara TV lagi, mempersulit mas… ;0;harga kebutuhan naik ini harga allcaps stb allcaps juga naik kalo ga beli ga bisa menikmati acara tv lagi mempersulit mas;['harga', 'kebutuhan', 'naik', 'ini', 'harga', 'allcaps', 'stb', 'allcaps', 'juga', 'naik', 'kalo', 'ga', 'beli', 'ga', 'bisa', 'menikmati', 'acara', 'tv', 'lagi', 'mempersulit', 'mas'];['harga', 'kebutuhan', 'naik', 'ini', 'harga', 'allcaps', 'stb', 'allcaps', 'juga', 'naik', 'kalau', 'tidak', 'beli', 'tidak', 'bisa', 'menikmati', 'acara', 'tv', 'lagi', 'mempersulit', 'mas'];['harga', 'kebutuhan', 'harga', 'allcaps', 'stb', 'allcaps', 'beli', 'menikmati', 'acara', 'tv', 'mempersulit', 'mas'];harga kebutuhan harga allcaps stb allcaps beli menikmati acara tv mempersulit mas;harga butuh harga allcaps stb allcaps beli nikmat acara tv sulit mas
185; untuk peralihan saluran tv digital ini siapa ya pak yg di untungkan? harga STB mahal banget lohh pak;0;untuk peralihan saluran tv digital ini siapa ya pak yg di untungkan harga allcaps stb allcaps mahal banget lohh pak;['untuk', 'peralihan', 'saluran', 'tv', 'digital', 'ini', 'siapa', 'ya', 'pak', 'yg', 'di', 'untungkan', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'lohh', 'pak'];['untuk', 'peralihan', 'saluran', 'tv', 'digital', 'ini', 'siapa', 'iya', 'pak', 'yang', 'di', 'untungkan', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'lohh', 'pak'];['peralihan', 'saluran', 'tv', 'digital', 'iya', 'untungkan', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'lohh'];peralihan saluran tv digital iya untungkan harga allcaps stb allcaps mahal banget lohh;alih salur tv digital iya untung harga allcaps stb allcaps mahal banget lohh
186; Pak harga STB mahal banget dan sekarang kami masyarakat jadi susah untuk mendapatkan informasi karena peralihan saluran tv digital;0;pak harga allcaps stb allcaps mahal banget dan sekarang kami masyarakat jadi susah untuk mendapatkan informasi karena peralihan saluran tv digital;['pak', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'dan', 'sekarang', 'kami', 'masyarakat', 'jadi', 'susah', 'untuk', 'mendapatkan', 'informasi', 'karena', 'peralihan', 'saluran', 'tv', 'digital'];['pak', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'dan', 'sekarang', 'kami', 'masyarakat', 'jadi', 'susah', 'untuk', 'mendapatkan', 'informasi', 'karena', 'peralihan', 'saluran', 'tv', 'digital'];['harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'masyarakat', 'susah', 'informasi', 'peralihan', 'saluran', 'tv', 'digital'];harga allcaps stb allcaps mahal banget masyarakat susah informasi peralihan saluran tv digital;harga allcaps stb allcaps mahal banget masyarakat susah informasi alih salur tv digital
187;biaya sewa yg diminta pemda stb, lebih mahal dari wilayah kota sekitar yg lebih besar/ramai penduduk (jember, dst)… ;1;biaya sewa yg diminta pemda stb lebih mahal dari wilayah kota sekitar yg lebih besar ramai penduduk jember dst;['biaya', 'sewa', 'yg', 'diminta', 'pemda', 'stb', 'lebih', 'mahal', 'dari', 'wilayah', 'kota', 'sekitar', 'yg', 'lebih', 'besar', 'ramai', 'penduduk', 'jember', 'dst'];['biaya', 'sewa', 'yang', 'diminta', 'pemda', 'stb', 'lebih', 'mahal', 'dari', 'wilayah', 'kota', 'sekitar', 'yang', 'lebih', 'besar', 'ramai', 'penduduk', 'jember', 'dst'];['biaya', 'sewa', 'pemda', 'stb', 'mahal', 'wilayah', 'kota', 'ramai', 'penduduk', 'jember', 'dst'];biaya sewa pemda stb mahal wilayah kota ramai penduduk jember dst;biaya sewa pemda stb mahal wilayah kota ramai duduk jember dst
188; Gregeten rasanya liat harga stb yang mahal;0;gregeten rasanya liat harga stb yang mahal;['gregeten', 'rasanya', 'liat', 'harga', 'stb', 'yang', 'mahal'];['gregeten', 'rasanya', 'lihat', 'harga', 'stb', 'yang', 'mahal'];['gregeten', 'lihat', 'harga', 'stb', 'mahal'];gregeten lihat harga stb mahal;gregeten lihat harga stb mahal
189;Harga STB Ugal-Ugalan Naik karena Orang Indonesia Gemar Nonton Televisi ;1;harga allcaps stb allcaps ugal ugalan naik karena orang indonesia gemar nonton televisi;['harga', 'allcaps', 'stb', 'allcaps', 'ugal', 'ugalan', 'naik', 'karena', 'orang', 'indonesia', 'gemar', 'nonton', 'televisi'];['harga', 'allcaps', 'stb', 'allcaps', 'ugal', 'ugalan', 'naik', 'karena', 'orang', 'indonesia', 'gemar', 'nonton', 'televisi'];['harga', 'allcaps', 'stb', 'allcaps', 'ugal', 'ugalan', 'orang', 'indonesia', 'gemar', 'nonton', 'televisi'];harga allcaps stb allcaps ugal ugalan orang indonesia gemar nonton televisi;harga allcaps stb allcaps ugal ugalan orang indonesia gemar nonton televisi
190; harga stb tinggi pak, ndak mampu kami yang penghasilannya cuma cukup untuk makan;2;harga stb tinggi pak ndak mampu kami yang penghasilannya cuma cukup untuk makan;['harga', 'stb', 'tinggi', 'pak', 'ndak', 'mampu', 'kami', 'yang', 'penghasilannya', 'cuma', 'cukup', 'untuk', 'makan'];['harga', 'stb', 'tinggi', 'pak', 'ndak', 'mampu', 'kami', 'yang', 'penghasilannya', 'cuma', 'cukup', 'untuk', 'makan'];['harga', 'stb', 'ndak', 'penghasilannya', 'makan'];harga stb ndak penghasilannya makan;harga stb ndak hasil makan
191; kami nunggu pemerintah kasih keputusan nih perihal harga stb mahal;0;kami nunggu pemerintah kasih keputusan nih perihal harga stb mahal;['kami', 'nunggu', 'pemerintah', 'kasih', 'keputusan', 'nih', 'perihal', 'harga', 'stb', 'mahal'];['kami', 'nunggu', 'pemerintah', 'kasih', 'keputusan', 'ini', 'perihal', 'harga', 'stb', 'mahal'];['nunggu', 'pemerintah', 'kasih', 'keputusan', 'perihal', 'harga', 'stb', 'mahal'];nunggu pemerintah kasih keputusan perihal harga stb mahal;nunggu perintah kasih putus perihal harga stb mahal
192; Gimana yaa pak ko harga STB ini mahal banget;0;gimana yaa pak ko harga allcaps stb allcaps ini mahal banget;['gimana', 'yaa', 'pak', 'ko', 'harga', 'allcaps', 'stb', 'allcaps', 'ini', 'mahal', 'banget'];['bagaimana', 'iya', 'pak', 'ko', 'harga', 'allcaps', 'stb', 'allcaps', 'ini', 'mahal', 'banget'];['iya', 'ko', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget'];iya ko harga allcaps stb allcaps mahal banget;iya ko harga allcaps stb allcaps mahal banget
